name,V1,V2,V3,V4,V5,V6,V7,V8,V9,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85
CA230382,CA230382,452,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 10,spiraling triangle,0.289168826,-0.134207882,0.047098947,0.004575332,0.003821116,0.012114002,-0.002208969,-0.004492887,-0.032217725,-0.001204463,0.016144742,-0.006704892,0.012373217,0.002557613,0.001618449,-0.008189272,0.008997344,-0.00937257,0.007408899,0.006442117,-0.003346888,0.005630342,0.00822756,-0.002631846,-7.25E-05,-0.000303402,0.001376632,-0.00065219,-0.004625398,0.00527639,-0.000781998,0.002773561,-0.00110283,-0.000621646,0.00345308,-0.002448768,0.001307748,0.000926737,0.001225094,-0.002466595,0.00082571,0.000596159,0.00024181,-0.000831408,-0.001516299,-0.000407492,0.001123192,-0.002110168,0.000892644,-0.00173831,0.000741033,0.000604456,-0.000470281,-0.000113311,0.00018957,-0.000508345,6.05E-05,-0.00033645,0.000383154,7.04E-05,0.000262512,-0.000409743,-0.000279133,0.000214221,7.17E-05,0.000235715,-0.000350915,-0.000142507,0.000268841,-0.000130992,0.000214641,0.000270111,-0.000162993,-5.17E-06,2.67E-06,5.87E-05,0.000117067,-9.60E-05,-5.47E-05,-3.51E-05,-4.59E-05,-2.85E-05,1.47E-05,-1.30E-05,1.43E-16
CA230383,CA230383,356,Capulí - no paint,yes,El Porvenir - Site 137,Site 137 - Porvenir,Monitoreo,137 M 4,no dec,0.418500396,0.150611555,0.032028804,-0.055632772,-0.003459628,-0.045877104,0.024991901,0.032141676,-0.015442857,-0.002347981,0.005731295,-0.010028077,-0.032218416,-0.019815326,0.002173026,-0.006433666,0.006659369,-0.001791737,-0.001625801,-0.000591558,0.005864931,0.005560854,-0.008600875,-0.003866189,-0.004866261,-0.001388161,-0.002298794,0.004654812,-0.001172862,-0.003139458,0.001353016,0.001490598,-0.000562431,0.002681304,-0.000294753,0.001181838,-1.64E-05,-0.00026514,-0.001337771,-0.003015348,0.001802977,6.63E-05,-6.38E-06,-0.001390508,-4.64E-05,-0.001413834,0.001453892,-0.000634505,2.58E-05,-0.000203452,-0.00031341,-4.17E-05,0.000420472,-8.55E-05,-0.000529022,-0.000191029,0.000180406,7.79E-06,0.000367466,-0.00017246,-7.76E-05,3.49E-05,0.000111331,-0.000205304,-0.000148179,-4.60E-05,-4.24E-05,1.07E-05,-2.69E-05,5.63E-05,-6.35E-05,0.000110065,-0.00014926,0.000107138,-2.53E-05,-3.01E-05,-3.64E-05,0.000132632,2.31E-05,-8.39E-05,-1.28E-05,2.09E-05,2.39E-06,6.72E-06,1.73E-16
CA230386,CA230386,368,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 1,"diamond upper, dots on base",0.428169902,0.009883431,-0.005949416,0.03610068,0.028635827,0.001743576,-0.01206099,-0.02940788,0.017686329,-0.001992506,-0.008216918,0.003533575,0.006483667,0.015772606,0.003809355,0.010705788,-0.005495917,0.002465447,-0.001808945,-0.011035448,0.006680208,0.010160969,-0.003846278,0.004656089,-0.001754418,-0.001429955,-0.001217294,0.003903289,-0.000902342,0.001267114,0.001410875,0.000609155,-0.002190476,0.002889355,0.00223107,0.000520274,0.000655489,-0.001229941,0.000297339,-0.000114271,0.000562701,-0.001252886,0.001731721,0.002112455,0.000562423,0.000318729,0.000491469,-0.000934667,0.001128297,-0.000952542,-7.11E-05,-0.000415382,0.001698492,-0.000781189,-0.001045428,-0.001050628,0.000150684,0.000427198,0.000120211,-0.001102744,-0.000389715,0.000148962,-0.00023649,0.000539419,3.37E-05,-0.000125357,0.000149867,-0.000322514,-3.38E-05,0.000196153,0.000371261,-0.000103317,-0.000157899,0.000194892,-6.15E-05,-4.76E-05,5.98E-05,-9.30E-05,-7.10E-05,2.25E-05,4.75E-06,-4.32E-05,1.60E-05,-8.23E-06,-4.91E-17
CA230387,CA230387,420,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 5,diamond upper - decorated interior,0.277442374,0.032959561,0.005788456,-0.022265512,-0.048349122,0.028845132,0.007351623,-0.000827254,0.011419266,0.011179331,-0.007994226,0.007268677,-0.009305104,-0.005285318,-0.022565961,-0.008147546,-0.004926873,0.00656224,0.005476984,-0.000624212,0.007644375,0.003403438,-0.006280985,0.00565207,0.001687838,-0.01062246,0.000715644,7.52E-05,-0.001103232,-0.000133789,0.001703166,0.000746353,0.004394707,-0.002801078,-0.000393738,-0.001113156,-0.00030666,0.001985947,0.000541782,0.000637497,0.000820887,-0.001266654,0.0017749,-2.85E-05,-0.000908843,0.00101813,-0.001017886,0.000670244,0.001161186,-4.24E-05,0.000999956,0.000963501,-0.00098574,-0.001196873,0.000134354,8.84E-05,0.000148333,-0.000573871,-7.87E-05,0.000396635,8.90E-05,-0.00014547,-0.000175003,0.000269138,-2.20E-05,0.00014579,-2.34E-05,-0.000457534,0.00021866,-0.000124552,-0.000103515,0.000202616,-1.94E-05,-0.000158603,0.000145755,-7.98E-06,3.84E-05,-5.73E-05,-8.44E-05,3.96E-05,-1.90E-05,-6.58E-05,3.83E-05,1.60E-05,3.05E-16
CA230388,CA230388,416,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 5,diamond upper,0.370973105,0.029609673,-0.029510424,-0.061626214,0.010298683,0.007382933,0.001953496,-0.046341284,-0.000627663,0.011461626,0.002055748,-0.001482341,0.015105407,0.009361758,-0.017976329,-0.00151509,0.005030473,-0.002245308,-0.00119081,0.008188769,0.002089308,-0.003594765,-0.008713681,-0.000567213,-0.007807801,0.000489473,0.001855453,-0.001005364,-0.0029804,0.000405908,-0.002537478,-0.000866653,-0.002840594,-0.000834891,0.000524916,0.003968443,-0.001323897,0.001165925,-4.76E-05,0.001391188,0.0001817,-0.001481651,-0.002985449,-8.41E-05,0.001194668,-0.002415547,0.000156045,0.000528998,-0.000308334,9.13E-05,0.000898475,-0.001043475,-5.58E-05,0.000663337,-0.000453839,0.000205651,0.000296677,-3.03E-05,0.00025971,0.000167095,0.000876231,0.000250782,0.000186931,0.000189392,-0.000453132,-0.000223179,-0.000302082,0.000137561,-2.14E-05,-2.91E-05,1.32E-05,0.000198494,5.54E-05,3.61E-05,-0.00013076,-6.29E-05,-2.56E-05,-0.000144272,0.000112896,-5.06E-05,-4.27E-05,2.28E-05,-3.94E-05,-2.75E-05,1.37E-16
CA230389,CA230389,445,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 8,diamond upper,0.067545237,-0.085282544,0.033881642,0.009563099,-0.055228887,-0.043140148,0.018517395,0.01220755,-0.000846269,-0.010718225,0.01245619,-0.014349647,0.017646668,-0.010705033,0.000123018,0.022892991,-0.005775642,-0.003219164,-0.005727042,-0.011924782,0.008887002,-7.98E-05,0.003936996,0.001960078,-0.002256249,-0.000368499,0.002036435,-0.001272745,0.001975938,-0.00088525,-0.001205384,0.000802687,-0.001414051,-0.002750837,-0.002696131,0.00398037,0.001590169,0.001459287,0.002881389,-0.001211823,-7.05E-05,0.001041025,-0.000471313,-0.000315109,-0.000688034,-0.000210909,-0.000714038,0.001831362,0.000244763,-0.001535145,0.000571206,1.58E-05,-2.51E-06,0.000692746,-0.000346135,0.000590455,-1.39E-05,0.000110575,-0.000110775,7.18E-05,-0.000132603,-0.000219294,9.48E-05,0.000107413,4.43E-06,0.000120471,-0.000378993,-0.000153707,-5.09E-05,8.89E-05,-0.000132698,0.000133533,-3.13E-05,-1.92E-05,4.50E-06,-5.51E-05,2.95E-05,3.62E-05,-6.59E-05,-2.00E-05,-4.38E-05,-4.23E-05,-1.98E-05,-2.48E-05,5.79E-17
CA230390,CA230390,380,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 2,diamond upper,0.338468762,0.033864529,0.005672142,-0.024357358,-0.034190366,0.001987672,0.000579992,-0.022517429,-0.002164292,0.001794929,0.008721966,0.004919113,-0.0007624,0.013965273,-0.013382386,0.003308495,-6.85E-05,-0.003300687,-0.001277487,-0.002578186,-0.002173149,-0.001180476,-0.004267339,-0.004396051,-0.000174506,0.00504241,0.000624491,-0.001483712,0.001541215,8.91E-05,-0.002068847,0.00209773,-0.00332808,0.000108403,0.000197238,-0.001025367,-0.000552943,-0.000194501,0.000106811,0.000235536,-0.000232698,0.002148727,0.000247578,-0.001902225,-0.002086661,0.000623449,3.50E-05,0.000219171,-0.00172003,0.001571668,-0.000299678,0.001080727,0.002623037,-0.00048899,0.001346809,0.000749067,0.000216476,-9.49E-05,-0.000114204,-0.000281145,-0.00049974,-0.000115653,7.45E-05,-0.000507821,0.000314463,0.000273869,6.26E-05,-0.000588492,0.000444964,-6.34E-05,0.000242851,-0.000112667,-1.24E-05,1.74E-05,0.000198571,8.14E-05,1.47E-05,0.000193255,-2.40E-06,5.43E-06,0.000127563,-3.32E-05,9.10E-05,4.21E-05,-2.27E-17
CA230392,CA230392,425,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 6,undecorated,0.308486729,-0.151651308,0.06116011,-0.025066412,0.009737064,0.014477195,0.000333167,0.018676324,-0.013208285,-0.015262166,-0.005208109,-0.000306863,-0.002062382,-0.0015653,0.016211075,-0.004946685,-0.005080913,-0.006425357,0.01014005,0.000276585,0.005165759,0.004439256,9.34E-05,-0.00338834,-0.000415265,-0.005483514,-0.000914503,-0.004746096,-0.004461855,-0.001566883,-0.000861439,0.003944614,-0.00216274,0.001633237,0.000145551,1.84E-05,-0.000277464,-0.000329557,-0.001317611,0.001982063,-0.002083593,-0.0003849,0.000365008,0.000826067,0.001936658,0.000759392,-0.000389603,0.002338299,0.00038506,0.000290468,0.000326766,0.000356741,0.001213658,-0.000796256,0.000580628,0.000908969,0.000342965,-0.000237604,0.00011918,0.000350583,0.00067164,0.000962691,0.000555238,-0.000400189,-3.28E-05,-0.000310876,6.56E-05,-0.000250847,-4.73E-05,0.000143421,-0.000231237,-5.98E-05,6.58E-05,7.85E-05,-3.76E-05,3.75E-05,-6.63E-05,-3.01E-05,9.45E-05,1.14E-05,4.78E-05,-6.77E-06,-3.85E-05,-1.65E-05,1.22E-16
CA230401,CA230401,BOM197,Tuza,no,Bomboná,Bomboná,Los Eucaliptos,,red positive interior,-0.165327096,-0.039573692,0.041861575,-0.000358193,0.016421134,-0.026810025,0.013666589,0.007209145,0.00100448,0.009091315,-0.001399697,0.003684824,-0.000680387,0.008950241,-0.004261237,-8.74E-05,0.005859704,-0.007330507,0.003155623,-0.000405109,0.001878789,0.00204408,-0.00115692,-0.000287304,0.002600172,0.000995933,-0.002139712,0.001369253,0.000965699,-0.001336035,-0.000524247,-0.001204882,-4.32E-06,-0.000180598,0.000995274,0.00269435,-5.67E-05,0.001809423,0.000125934,-0.001520774,-0.001559757,-0.001059898,0.000599076,0.00052543,-0.000540655,0.001272662,0.000505852,0.001465346,-0.000119418,0.000975527,-0.00132882,0.000381232,-0.001311353,0.000310428,0.00023397,0.000390663,-0.000721403,-0.0011343,0.000518302,0.000590926,-0.000309359,-0.00028394,0.000211836,0.000206134,-0.000686295,0.000250808,0.000500571,0.000282486,-5.17E-05,0.000287743,0.000936742,-0.000208646,-0.000288127,0.000187956,8.51E-05,4.15E-05,-7.90E-05,-0.000343627,6.99E-05,-8.23E-05,0.000194207,-0.0001818,-7.59E-05,4.30E-05,-3.39E-17
CA230402,CA230402,BOM240,Tuza,no,Bomboná,Bomboná,Olleros,,crosshatching with deer,-0.247960522,0.055236489,0.046500775,-6.87E-05,0.001615043,0.016580134,-0.011322692,-0.019166984,-0.009216854,-0.007813088,0.010637004,-0.007227119,0.008346156,-0.005996682,-0.001048642,-0.000255367,-0.007982908,0.000794088,0.005800351,-0.002579807,-0.000163767,-0.000752095,0.002506501,-0.001357456,-0.004688209,0.003559157,-0.001717832,0.004513577,0.000577048,-0.003839102,0.000276253,0.002945373,0.002892771,0.002220306,-0.000825394,9.60E-05,0.001240243,6.29E-05,-0.001462757,0.002382233,0.001661812,-0.001710729,0.001577413,-0.002236511,-0.001207443,-0.000964408,-0.001513324,-9.12E-05,0.00094941,-0.00107825,-0.001559834,0.000722079,-0.000114321,0.001032057,0.000177789,0.00049346,0.00063154,0.00010138,-4.08E-05,0.000337716,0.000428714,4.58E-05,-1.25E-05,-0.000496338,2.64E-05,-3.80E-05,7.06E-05,-0.000192711,-0.000294548,-0.000150325,0.000634085,-0.000169606,0.000188246,7.82E-06,-0.000283462,-3.46E-05,6.28E-05,-0.00011206,0.000115686,0.000314057,-0.000136527,5.27E-06,-3.08E-05,0.00010367,8.72E-18
CA230403,CA230403,BOM252,Piartal,no,Bomboná,Bomboná,,,,-0.141169049,-0.0349768,-0.0167931,-0.005815306,-0.019279762,-0.009516565,-0.020667523,0.008111377,-0.011215511,0.031018132,-0.003331813,0.009415949,0.000526627,-9.58E-06,0.005711998,-0.006523599,-0.001029978,0.00648192,0.001405654,-0.002494059,-0.003163313,0.00215164,-0.004687892,-0.002518341,-0.004420992,0.007556897,-0.004010769,-0.003830995,0.002540656,-0.002418303,0.000947029,0.001834959,0.000639886,0.002398476,0.001165186,-0.000498705,-0.002221423,0.001313189,0.002234137,-0.001180749,0.002548342,-0.000641624,0.000346065,0.00217671,0.002803586,0.001087871,5.54E-06,0.000468193,-0.000397464,-0.000165773,0.000102057,-0.000551037,0.000133219,0.001660356,0.000891099,0.000550188,0.000832686,-5.59E-05,0.000140816,0.000440884,-0.000342952,-0.000298801,-5.50E-05,0.00013004,0.000368549,4.98E-05,-0.000149163,-0.000429485,-0.000175766,-0.000116296,-0.000148844,0.000254054,-0.000195721,-7.35E-05,0.0002785,3.94E-05,0.000202374,-0.000222602,-0.000207411,4.10E-05,-8.25E-05,-9.47E-06,-8.10E-06,-4.53E-06,-8.20E-17
CA230404,CA230404,BOM181,Piartal,no,Bomboná,Bomboná,Aguacate,,step pattern,-0.220814333,0.03875704,0.015160037,0.006613634,0.004032702,0.016483066,0.013567656,0.00223003,0.003414871,-0.013501348,-0.002792174,0.003789648,-0.002419086,-0.00230059,0.000993215,-0.000686344,0.00286023,0.002867621,-0.001801131,-0.005502897,0.002397437,-0.002894888,0.00474982,-0.005829287,0.000413281,-0.003709478,-0.00343545,0.001927839,7.53E-05,-0.001142984,0.000924658,-0.002742992,-0.000420819,0.00038976,0.002146016,-0.00147042,-0.000589228,0.002985267,0.001670575,9.00E-05,0.000244874,0.001122622,-0.001361708,-0.000994014,0.000664449,0.001568512,7.98E-05,-0.00036182,-0.001830518,-6.47E-05,8.76E-05,8.14E-05,0.000414936,0.000633754,6.08E-05,0.000722506,0.000568376,-0.000815388,-0.000333403,-0.000214844,0.000109732,6.91E-05,-0.001032837,0.001165493,-0.000317119,-0.000431558,0.000474804,-0.000396484,0.000497627,0.000173364,-0.000133087,0.000253088,-6.35E-05,0.00014767,-0.000563487,4.42E-06,5.69E-05,-2.11E-05,0.000262801,0.000124496,2.42E-05,0.000121914,-6.22E-05,-6.25E-05,-1.76E-16
CA230405,CA230405,BOM261,Capulí,no,Bomboná,Bomboná,Los Eucaliptos,,"incision on rim, diamond upper",0.348566789,0.149494533,0.010278867,-0.044488258,-0.040534074,-0.029627506,0.013737748,0.007706686,-0.017155531,0.007757585,0.027207478,-0.000245254,-0.01950207,0.012219307,0.00370891,0.009318955,-0.003608785,0.007530727,0.009329623,0.000186374,-0.005738058,-0.002720311,0.003233545,-0.007507193,0.000279006,-0.002855746,0.006291496,0.001267813,-0.003580849,0.002912645,-0.004145118,-0.000725913,-0.000392008,0.001060618,-0.000323651,-0.001505621,-0.000469853,-0.000591027,0.001343904,0.002396178,-0.001805015,-0.000334069,0.000807489,0.002742994,5.23E-05,0.00074232,-0.000622592,-0.000175956,-0.000412509,-9.22E-05,-0.000174539,-0.000759555,-0.000539485,0.000355618,-0.000289639,-7.34E-05,-0.000418036,0.000435754,-0.000716105,-0.000199471,0.000170263,4.70E-06,-0.000195472,0.000454523,0.000301654,0.000151548,0.000111238,0.000341626,-0.00014086,3.49E-06,0.000172618,-3.17E-05,0.000183689,-0.000127818,8.74E-06,2.42E-06,2.66E-05,-0.000118091,1.34E-05,7.67E-05,-1.54E-05,-4.83E-05,-3.50E-05,4.69E-06,-3.03E-17
CA230406,CA230406,BOM096,Tuza,no,Bomboná,Bomboná,Los Eucaliptos,,birds on rim,-0.178623965,0.020003761,-0.013246255,-0.009994459,-0.00409637,-0.027425885,-0.019199394,0.00065327,0.001614087,-0.013349664,-0.004087122,-0.000730661,-0.007650208,0.002844724,0.000630638,-2.77E-05,0.007437377,0.002032272,-0.012014237,0.005615682,-0.004755703,0.003802476,0.003207466,0.003347995,-0.001367023,-0.004668787,0.004105872,-0.002766363,-0.0012131,0.000864339,0.002761466,0.001888172,-0.002721276,-0.001497216,-0.001058868,0.000441182,0.000781676,0.000368596,1.98E-05,5.20E-05,-0.00028043,-0.000118356,3.44E-05,-0.000901486,0.001469212,0.000745823,-0.002145638,0.000414891,-0.001272674,0.000404341,-0.001971905,-0.001108168,-3.55E-05,-0.000872486,-1.61E-05,-0.001664945,0.000447151,-0.000189973,0.000928711,0.000488098,0.000531141,-0.000501976,-0.000412658,-0.000175979,0.000578922,0.000221751,-0.000330446,-0.000601301,5.36E-05,-0.000313056,-1.92E-05,-0.0001155,-0.000124067,0.000253558,9.95E-05,-5.06E-05,-0.000129006,-0.000117665,0.000167428,0.000102573,-9.74E-05,-0.00011129,-0.000103127,9.96E-06,-1.07E-16
CA230407,CA230407,BOM165,Tuza,no,Bomboná,Bomboná,Aguacate,,ladder pattern,-0.213327535,0.012388238,0.067571871,-0.012575805,0.009452009,0.000440311,-0.021680406,0.00266782,0.001989207,-0.000161403,0.001993674,-0.011230643,-0.00189054,-0.000683208,-0.005066236,0.00086881,-0.00527489,-0.002471193,0.002073618,0.003273424,-0.003767372,-0.001010192,0.001120296,0.004120148,-0.003865882,-0.000822061,-0.001108658,0.002105099,0.001424036,-0.000302264,-0.000594953,0.000990558,-0.000728742,0.00202421,-0.000431114,-0.001332946,-0.000580196,0.001180597,-0.000955593,0.001185068,0.001077965,0.000626141,-0.00127731,0.000393533,-0.001578194,0.000640863,0.000991466,0.000421414,0.000854847,0.000763426,0.001823772,-0.000489593,0.000143744,0.000666021,-0.000140722,-0.000445282,-0.001748702,0.001121893,-0.000161844,0.000478879,-0.000160435,-0.000103361,-0.000253946,-0.000741193,0.000213698,0.000231534,0.000440388,-0.000210315,0.000106351,5.47E-05,-0.000434823,0.000172297,-0.000344155,0.000355829,-0.000185925,-0.000235256,-5.34E-05,-5.44E-05,-0.000105326,0.000223847,0.000168751,-0.000180432,-0.0001565,-0.000155928,-8.50E-17
CA230408,CA230408,BOM189,Tuza,no,Bomboná,Bomboná,Los Eucaliptos,,positive red all over,-0.214144713,0.017341833,0.059769064,-0.002062804,0.005474416,-0.000213391,0.005069832,0.001055011,0.005197299,-0.000803087,-0.0028745,-0.001417467,0.00410703,0.004896201,-0.005091791,0.004179465,-0.000279322,0.001407658,0.004227973,-0.004004323,0.002497657,-0.00468841,-0.001625511,-0.001897535,0.003333904,0.000758424,-0.000797335,-0.000813995,-0.000361261,0.001820864,0.001730435,0.001949916,-0.001753575,0.003186192,-0.002706748,0.000858252,0.000583085,0.000875914,0.000596946,-0.000614115,-0.000911555,-0.000209878,-0.000292271,0.000140562,0.000536998,0.000938161,-0.000408173,-0.000869292,-1.53E-05,-0.000305848,-0.000622949,0.001250787,0.000194934,0.000601737,0.000643067,-0.001673047,0.00038573,-0.000474613,0.000599991,-0.000246565,0.001283417,0.000187986,-8.55E-05,-0.000231725,-0.000269291,0.000808301,0.000507614,0.000474106,-0.000284981,-0.000153865,-0.000417681,0.000275824,-0.000238509,-0.000276703,2.24E-06,-0.000483791,-9.22E-05,-2.16E-05,-7.12E-05,5.79E-06,0.000135324,0.000172181,0.000204464,2.98E-05,-3.08E-17
CA230410,CA230410,BOM210,Tuza,no,Bomboná,Bomboná,Aguacate,,red geometric isolated to near lip,-0.200054188,0.015938206,0.042063312,0.01432846,-0.000688601,-0.013083454,0.026272168,-0.005789112,0.00081323,-0.006984815,-0.01171399,0.00576241,0.011262236,-0.001197298,0.000993083,-0.008056897,-0.003997303,0.004048236,-0.001023472,0.0043687,0.003619668,-0.001820326,0.002237676,-0.00382265,0.000765473,-0.004075702,-0.001691239,0.00189531,0.001194112,-0.005081875,-0.007466075,-0.003742108,-0.000602731,-0.001017747,0.001132534,-0.003023549,-0.000489125,-0.002144922,0.002127614,0.000138461,0.001317064,0.000354446,-0.000804422,0.001900356,-0.000187655,0.000274245,0.000513537,-8.98E-05,0.000118941,-0.000453523,4.70E-05,0.000100475,0.000291939,0.000153419,-0.000469293,-0.000326094,-2.65E-05,0.000745203,0.000826735,0.001281947,0.000519929,-0.000140698,0.00022291,-0.000192521,-1.23E-05,0.000297566,0.000252137,-0.000483034,8.74E-05,-0.000178603,0.000349055,-0.000441192,3.51E-05,0.000193369,8.47E-05,-0.000304477,8.23E-05,0.000266568,1.62E-05,-0.000253515,-0.000140248,3.40E-05,8.24E-05,-1.02E-05,-1.30E-16
CA230411,CA230411,BOM182,Tuza,no,Bomboná,Bomboná,Aguacate,,"brown geometric, isolated to near lip",-0.202237109,0.01939514,0.02612102,-0.017439117,0.004242321,-0.002726189,-0.040545473,0.007282048,0.004547144,-0.010814743,0.000522267,-0.021036156,-0.006049255,-0.002759859,-0.006379405,0.003634596,-0.004294034,0.002998683,-0.004796731,0.008589061,-0.001180345,0.005844193,-0.00019506,0.001596646,-0.002113869,0.002956515,0.002121292,-0.001188335,-0.000628786,-0.000324676,-0.000133073,-0.002392304,-0.001230575,-6.74E-05,0.002295947,0.000900495,0.002611541,-0.002026006,0.000420587,-0.000456911,0.000238412,0.000761324,0.000469652,0.000292423,0.000482008,0.002617419,0.001968061,-0.000366906,0.000198263,0.00086288,0.00011783,3.75E-05,-0.000735553,-0.000428759,0.000199212,0.000899443,-0.000280259,-0.000531332,-0.000951183,-0.000332756,0.000457622,5.98E-05,0.000872694,0.000357039,-0.000505476,9.93E-05,-0.000366648,-0.000337325,0.000134158,0.000332146,0.000273543,-2.22E-05,2.22E-05,-0.000273014,0.000176963,-0.000327442,-0.000173769,4.95E-05,-1.65E-05,0.000221207,-0.000155735,0.000210865,1.36E-05,-3.71E-05,-1.01E-16
CA230412,CA230412,BOM179,Tuza,no,Bomboná,Consacá,,,"brown geometric, isolated to near lip",-0.230073603,0.0380814,0.046574768,0.007443653,0.004976907,0.013736351,0.033614189,-0.012905251,0.005097062,-0.008968903,0.00265528,0.020198945,0.008740623,-0.008893972,0.001193967,0.006722362,0.00993472,0.012488267,-0.000830136,0.001059138,-0.001762848,0.005378658,0.00051572,-0.004009282,-0.006392516,-0.002386561,0.002271986,-0.003036146,0.000767527,0.002511271,0.004281912,0.00349605,0.000249854,-0.003976077,0.000312522,-5.35E-05,-0.001641142,-0.004940168,-0.001938683,-0.001319669,-5.63E-05,-1.71E-05,0.000847094,0.001384326,-0.001616737,0.000759361,0.000582601,0.000834259,0.001621268,0.000818392,-0.00047538,-0.000248717,0.001044072,0.001054106,0.000864089,0.000612812,-0.000353719,0.000287406,-2.88E-05,0.000110132,0.000266924,-0.000683317,-0.00042047,-0.000170053,-0.000451455,-0.000237985,-6.52E-05,0.000334243,-4.43E-05,4.66E-06,-9.76E-05,0.000110993,-4.32E-05,2.92E-05,-5.45E-05,3.15E-05,-6.18E-05,-9.61E-05,3.89E-05,-5.13E-05,-8.63E-06,0.000104827,-1.78E-05,-2.07E-05,-5.33E-17
CA230413,CA230413,BOM229,Tuza - Red slip,no,Bomboná,Bomboná,Aguacate,,positive red all over,-0.005467876,-0.045943776,-0.05506382,-0.057385896,-0.017588905,-0.007306775,-0.03509401,0.005304375,0.002197645,-0.024013584,-0.00965192,0.023564905,0.005203771,-0.01543767,-0.000829282,0.008561313,0.009383255,-0.001853473,0.006165502,-0.002476957,-0.012382982,-0.003932337,-0.006910581,0.004340967,0.010120433,-0.000103134,-0.000495248,0.011207215,-0.002443256,0.00206978,-0.004536594,0.000286347,-0.000915593,-0.002032477,-0.002113279,-0.000499441,0.000901079,-0.000987111,-0.001411756,-0.001895263,0.000528972,-0.001619585,-0.000712907,0.000637752,0.000171913,0.000556567,0.000204361,0.000293639,-0.000204456,-0.000513105,-1.90E-05,-0.000350309,0.000439242,0.000516462,0.00065133,0.00013494,0.000461673,0.000137598,-0.000240682,0.000185246,3.86E-05,0.000368589,0.000194373,0.000159442,-5.01E-05,-6.57E-05,-0.000133575,-0.000186641,8.84E-05,2.86E-05,-1.55E-05,9.79E-05,-2.38E-06,3.13E-05,-3.51E-05,-2.84E-06,5.86E-05,-5.75E-05,-6.18E-05,1.93E-05,7.32E-06,-6.54E-06,-1.95E-05,2.18E-05,-6.11E-17
CA230416,CA230416,OBO007,Piartal,yes,Obonuco,Obonuco,,,"geometric interior, ladder triangles",-0.150510646,-0.013914892,-0.016581215,0.026682293,0.023912804,0.003671255,0.062505822,-0.00230615,-0.000421255,-0.002756754,0.006978562,0.017913831,-0.009416393,-0.00299472,0.00277999,0.004622041,-0.005993692,0.004024046,-0.000620435,0.003161551,-0.011311162,0.004593213,-0.00187428,0.008979381,-0.002268585,0.005093907,-0.002030819,-0.002233325,-0.003589129,0.002492374,-0.001601668,0.002864781,0.001632765,0.00095405,-0.001452228,-0.001565769,0.004748021,0.003545813,0.002036652,0.000282125,0.001174605,0.000253291,-0.001275836,0.000248521,-0.000344566,-0.000126141,-0.001150021,-0.000261833,0.000316355,0.001078794,-0.000298432,-0.000119885,-0.00035864,4.29E-05,-0.000572093,0.000315842,0.000183724,0.000403564,0.00064276,-0.000785671,0.000268361,0.000171155,0.000489,-0.000103682,-0.000494842,-0.000352915,0.00034949,-0.000296032,0.00021979,0.000166211,-2.58E-05,8.43E-05,0.000139405,-2.35E-05,0.000193336,1.37E-05,-1.87E-05,8.20E-05,6.83E-05,-4.48E-05,-2.39E-06,-4.39E-05,1.66E-05,-4.65E-05,-1.04E-16
