name,V1,V2,V3,V4,V5,V6,V7,V8,V9,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85
CA230357,CA230357,22,Piartal,yes,Catambuco - Site 8,Site 8 - Catambuco,Corte 3,,geometric interior,-0.226085844,0.062766634,-0.040056929,0.015387792,0.002235666,0.053309282,0.005270435,0.008890569,-0.022194607,-0.009259382,0.009078831,0.00684006,0.003106204,0.004049574,0.002750068,-0.004669267,-0.004979179,0.005650608,0.00573416,-0.012753126,-0.004461584,-0.000520875,-0.001444299,-9.52E-05,-0.00171308,0.006299584,0.000570846,0.001967617,-0.001407647,-4.47E-05,0.001899285,0.004273101,-0.001042638,-0.002275418,-0.00075038,0.001050509,-0.001695666,-0.001811878,0.000457955,0.000845916,0.000101078,-0.000431659,-0.001142469,-0.001845878,0.001271828,5.88E-05,0.001041391,0.0007552,-0.00144428,-0.000161113,0.000403832,0.000546079,-0.000444438,-0.002092496,-0.001236691,-0.00028546,-0.00085497,-0.000295337,5.88E-06,0.0007208,-0.000231565,-0.000453258,-2.56E-06,0.000469186,-0.000237555,0.000344361,-0.000269535,7.86E-05,-0.000215546,0.000395445,-0.000142916,-9.84E-05,1.72E-05,0.000152646,8.60E-05,-0.000313923,0.000118066,4.24E-05,-3.86E-05,-0.000111227,-4.10E-05,-3.84E-05,-6.13E-05,2.56E-05,-1.34E-16
CA230358,CA230358,462,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 10,"diamond upper, dots on the base, plastic monkey on exterior",0.389692889,-0.067884651,0.035648727,0.033299007,-0.00289837,0.026747883,0.006396305,0.007408296,0.03050585,-0.007334146,-0.018978665,-0.015329338,-0.011382779,0.009091836,0.011112806,0.000770753,0.004156197,0.001454999,-0.000121753,-0.002289135,-0.00226389,0.0020637,-0.00563196,-0.005063256,-0.006837106,0.008264641,0.002761734,0.004153677,-0.003650606,0.001929252,0.000239864,-0.005861834,0.000559579,-0.001215825,-0.004367339,-0.000604008,0.001000746,0.00135964,-0.00192427,0.00224639,-0.001238165,0.002133592,0.001688174,0.000314857,-0.000484195,-6.88E-05,0.000748108,0.000551619,-0.000101725,-0.000688479,0.000437038,0.000156318,-0.00077849,0.000360337,0.00049248,-0.000158407,0.00033897,-6.72E-05,0.000958089,0.000880073,-5.36E-05,-0.000385633,-0.000372938,1.94E-05,-0.000148492,-0.000164031,-0.000140646,-2.78E-05,0.000157669,-0.000253536,5.19E-05,0.000158125,-5.45E-05,-9.36E-05,3.58E-05,-1.09E-05,3.90E-05,7.36E-05,-2.60E-05,-7.77E-08,-5.76E-05,-3.85E-05,1.22E-05,-2.41E-05,1.73E-16
CA230359,CA230359,457,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 10,human depicted,0.296415387,-0.067559624,0.011030877,-0.208957913,0.017269622,0.01688561,-0.000142297,0.027993614,-0.010909672,-0.004115285,0.017191111,0.025906578,0.013910827,0.004282441,0.0026008,-0.006325153,-0.014804584,0.005406446,-0.014239149,0.001885742,0.004367698,0.003189848,0.000249493,0.003979365,0.001767701,0.001922144,0.002198207,0.002241231,0.004165286,0.002693761,0.002323808,-0.002912803,0.001310466,0.001579133,0.001384058,0.000323261,0.000184,0.000855295,-0.000934874,0.000389214,-0.001119272,0.001317582,0.000183606,0.000370341,-0.000354241,-0.000192161,-0.000198243,-0.000324304,-0.00038875,-0.000414423,-0.000516765,0.00040907,-0.000268559,0.000298198,0.000276318,-0.000202149,-0.000126368,0.000165155,0.000259039,0.00031723,-0.000226901,-2.99E-05,-0.00015426,-8.23E-05,-0.000150435,-0.000179348,-2.15E-05,0.000195594,1.60E-05,-9.88E-05,-2.33E-05,-0.000120604,-2.68E-05,2.05E-06,-8.10E-05,-5.98E-05,6.26E-06,3.48E-05,-3.40E-05,-1.76E-05,-1.30E-07,3.81E-05,-1.77E-06,-3.21E-06,1.01E-16
CA230360,CA230360,28,Piartal,yes,Catambuco - Site 8,Site 8 - Catambuco,Monitoreo,8 M 3,pasto star,-0.019376768,-0.023432409,-0.147579297,0.006667267,-0.013044479,0.012347936,-0.004543887,-0.024725613,0.002248355,0.012186056,-0.00013711,-0.004173954,0.012606502,-0.017777955,0.009302943,-0.004808384,-0.001956894,-0.003334405,-0.00044904,0.00257506,0.005658855,-0.007111974,-0.004473383,0.001826326,0.001790837,-0.002637607,0.003722424,-0.000266524,-0.000719977,0.002461126,6.55E-05,0.00347015,-0.003041327,0.003683634,-0.001913511,0.000410087,-0.000562099,0.00102394,-0.00029355,-0.000294734,0.003317928,0.002402923,0.002222687,0.001992941,-0.001160438,0.001366266,0.001583111,9.11E-05,-0.001185741,0.000253118,-0.001054521,-0.000255129,-0.000884264,-0.000574843,-0.000315214,0.00084412,-0.000769165,-3.07E-05,0.000878932,-0.000139726,0.000173893,-9.45E-05,-0.000309766,0.00013399,5.81E-05,7.17E-05,4.07E-05,0.000227554,-0.000256045,-2.75E-05,2.06E-05,-4.53E-05,0.000212455,-0.000136322,-0.000106198,7.63E-05,-8.92E-05,0.000129642,0.000213276,4.83E-05,9.36E-06,-6.72E-05,1.58E-05,-1.35E-05,-1.91E-17
CA230361,CA230361,35,Piartal,yes,Catambuco - Site 8,Site 8 - Catambuco,Monitoreo,8 M 3,spiraling triangle on interior,-0.068187385,-0.039168676,-0.087482808,-0.004638665,-0.003272285,-0.003566631,-0.012545424,0.006432471,0.001499306,0.019283504,0.009157699,0.003945911,0.009950508,-0.001119354,0.000725758,0.004452544,0.003419328,0.000171024,0.007622094,-0.000955432,0.005512886,0.003981888,0.004648322,0.000376889,-0.003826843,0.002382817,0.002832248,-0.001017954,0.001390248,-0.001992102,-0.003374551,-0.000701757,0.003421372,-0.000341643,-0.0023698,-0.002159285,0.002931407,0.000462958,-0.000588491,-0.000809802,-0.000835165,-0.001924269,0.001052358,0.000368693,-0.00068661,-0.000325681,0.00139476,-0.00078681,-0.0015467,0.001609373,0.000524375,0.000171501,0.000588602,-8.88E-05,-0.00138184,-0.00083474,0.000650251,-2.48E-05,-0.000988067,0.000693646,3.43E-05,6.46E-05,-0.00038955,-0.000265379,-0.000206403,-0.000501111,-0.000169228,-0.000381991,-0.000313548,-0.000131616,-0.000268181,-9.52E-05,-0.000452105,-0.000137276,-2.01E-05,5.08E-05,-0.000376304,-7.24E-06,0.000212537,-8.39E-05,8.64E-05,8.13E-05,-2.30E-05,9.37E-05,-6.04E-17
CA230362,CA230362,45,Piartal,yes,Catambuco - Site 8,Site 8 - Catambuco,Monitoreo,8 M 3,geometric interior with ladder,-0.094881556,0.013369144,-0.126913352,0.028175435,-0.033831455,-0.009937929,0.01331836,-0.017746173,-0.014042438,0.006227066,0.004246004,-0.004642599,-0.001575115,-0.004245939,0.008637455,-0.001238019,-0.01043574,-0.003969696,-0.012119353,0.009304253,-0.00304764,0.004305173,5.46E-05,-0.002256748,0.003155243,0.001151705,-0.001099468,-0.000817243,0.00136412,-0.000357487,0.002849615,-0.003270619,-0.004037763,-0.001497933,-0.003447107,-0.001710075,-0.001453525,0.000255231,0.00014079,0.000916821,-0.001652571,-0.00395663,0.000595094,-0.001372562,-0.000849611,-0.000212081,0.002013957,0.000306029,0.00093785,-0.00033838,-0.000374878,0.000531624,-0.000313327,-0.000474198,0.000948634,-0.000322718,0.000257596,0.000393546,-0.00080204,8.62E-05,0.000363173,0.000134812,1.46E-05,0.00027706,-0.000177261,-0.000210775,0.000499791,-0.000299706,-0.00022285,0.000212383,-0.000119365,0.000194619,-6.58E-05,0.00017637,-0.000110442,6.94E-05,0.000188443,-9.54E-05,-7.58E-05,-4.22E-05,5.37E-06,-7.08E-05,0.000122669,-3.20E-05,-1.19E-16
CA230363,CA230363,437,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 7,heavily worn,0.32959131,-0.050271965,0.026683014,-0.018981673,-0.023293677,0.018936895,0.01020186,-0.008389177,0.034988313,-0.005456742,-0.016737126,0.002320225,-0.024839252,-0.008985826,0.004829361,-0.008755703,-0.005966733,0.000918169,0.009753763,0.006043637,0.001575861,0.003423033,0.010441351,0.000653119,0.000729162,0.006467142,0.002573218,-0.000911617,0.008197316,0.005763017,-0.003274235,0.000968077,-0.001162852,-0.001890712,0.001159748,0.004952471,-0.001773003,0.000410481,0.000917089,-0.00123866,0.001651521,-0.001893878,-0.001195804,-0.000323887,-0.000453346,-6.70E-05,-0.000236285,-0.000169133,-0.00031029,-0.000125028,-0.000637571,4.40E-06,0.000379456,-0.000128329,-0.000395836,-0.000170708,-9.37E-05,8.26E-05,-0.00040154,5.11E-05,3.04E-05,0.000281879,-0.000126566,-9.25E-06,0.000419558,0.000126095,0.000179329,0.00010418,-0.000104653,-2.09E-05,9.53E-05,1.64E-05,0.000116564,7.04E-05,-7.53E-05,-3.48E-05,-5.52E-05,-3.25E-05,2.68E-05,-4.01E-06,9.47E-06,6.82E-05,-5.99E-06,-1.91E-05,1.31E-16
CA230364,CA230364,61,Piartal,yes,Catambuco - Site 8,Site 8 - Catambuco,Corte 3,,geometric interior with ladder,-0.091002819,-0.019495138,-0.10922268,0.002389064,-0.014686549,0.007372098,-0.005518979,-0.00018026,-0.001948768,0.02202408,0.000757089,-0.001450079,0.00351484,0.000872329,0.005235163,0.00135651,0.005114028,-0.004415879,0.002565948,0.002065754,-0.000830478,0.002142962,0.004195953,-0.002339093,-0.000832935,-0.000889217,0.001410233,0.001447259,0.00113275,-0.00218624,-0.000776265,0.001000473,0.005410778,0.000930465,0.001341995,0.002190892,-0.0019573,-4.80E-05,8.46E-05,0.00077678,-0.000677549,0.00159679,9.04E-06,-0.001002751,-0.000988859,0.001081695,9.99E-05,0.001426768,0.000478174,0.000279047,-0.001184543,-0.001410491,-6.00E-05,-0.000451238,0.000475922,-0.00089538,0.001055854,0.00077311,-2.14E-05,-0.00088398,0.000121982,0.000886691,-0.000227904,7.15E-05,-0.000844968,0.000216123,-0.000116761,0.000230503,0.000622564,-0.000122464,4.27E-05,0.0001915,1.68E-05,0.000188883,1.48E-05,-0.000312579,3.82E-05,0.000286109,-0.000287927,-6.95E-05,-5.95E-05,-5.82E-05,-0.000117013,3.85E-05,7.24E-18
CA230365,CA230365,266,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Corte 7,137 C7 1,diamond upper,0.331065305,-0.060472829,0.033971738,0.163688242,0.032203606,-0.002835516,-0.014888642,0.012603873,-0.01924907,-0.00139032,0.01751879,-0.003613246,0.000333378,-0.0041927,-0.002937591,-0.006411767,0.005022712,0.020983226,-0.013271053,0.002212238,0.003441037,-0.000733625,-0.004755197,-0.000163844,0.003076876,4.67E-05,0.001320571,0.000929069,0.004824227,0.003331254,-0.008418935,0.002914168,0.000360762,0.000757893,9.34E-05,0.001477816,-0.001115859,0.001027595,-0.002207471,9.04E-05,-0.001155874,-0.000126295,0.000762891,-0.000596534,5.08E-05,3.14E-06,-0.000720347,-0.000100745,-0.000123999,1.01E-05,0.000355101,8.25E-05,-0.000370843,0.00018886,6.57E-05,9.13E-05,-1.53E-05,-0.000355672,-0.000141817,4.65E-05,0.000107935,0.000397432,-0.000105907,2.62E-05,-2.31E-05,-0.000139725,8.84E-05,-5.16E-05,3.16E-05,7.88E-05,-3.58E-05,-1.10E-05,-1.10E-05,9.64E-06,-7.17E-05,-3.27E-05,1.85E-05,1.55E-05,-8.09E-05,7.03E-06,4.52E-05,-2.89E-05,-1.28E-07,1.19E-05,1.78E-16
CA230366,CA230366,262,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Corte 7,137 C7 1,diamond upper,0.320272492,-0.027737872,0.004493801,0.002740673,-0.012901952,0.010391806,-0.008506686,-0.025207434,-0.006898906,-0.007249538,0.010719255,0.005248912,-0.006191295,0.001904059,-0.002851434,-0.008986396,0.001259441,0.001658913,-0.000533354,-0.000106128,-0.006081747,-0.001659018,0.006704253,0.00313901,-0.0009277,0.002218218,-0.003100582,0.001295196,0.004924314,-0.010701009,0.002209172,0.000849127,-0.002514484,-0.002162087,-0.001103102,-0.000798369,0.002706237,0.000192843,-0.002836259,-0.00209712,-0.00079323,0.002932419,0.000397751,0.002660335,0.000280256,-0.001196009,-0.000636788,0.001412029,0.000308102,0.00033011,0.000794287,0.000166031,-0.000499453,-0.000422916,-0.000392685,-0.000467093,0.000193094,-0.000448776,-0.000585079,-0.000566019,0.000363008,0.000198766,-0.000139126,0.00042856,0.0002991,0.000248205,0.000319317,0.000275237,-0.000181206,-0.000135733,0.000230938,0.00039992,7.38E-05,2.10E-05,1.37E-06,3.65E-05,-6.19E-05,4.25E-05,3.41E-05,-5.03E-05,-4.66E-05,-9.77E-06,2.19E-05,-2.75E-05,1.26E-16
CA230369,CA230369,21,Piartal,yes,Catambuco - Site 8,Site 8 - Catambuco,Corte 3,,swastika,-0.043027901,-0.034769901,-0.054736419,0.036765589,-0.011541227,0.009135102,0.035680602,0.010499033,-0.011280326,-0.000948836,-0.003196024,-0.025516993,0.008392206,-0.001698453,-0.010369336,0.00572059,-0.011060567,0.001965248,0.004703343,0.003254206,-0.002700934,-0.002754325,0.002266198,0.002980885,-0.003232861,-0.001519034,0.001835265,0.005864427,0.002075083,0.003667091,0.002352927,-0.001191395,-0.000703838,-0.002020104,0.000425145,-0.003797895,-0.002640994,0.001596113,-0.000971505,-0.001618079,0.000293833,0.001052353,0.000717766,0.000890521,0.003480471,-0.002378098,0.000334743,0.000139062,0.000350241,-0.000202485,-0.001001313,-0.00105186,0.000353645,-0.000357669,0.00070958,0.000108613,-0.00020174,-0.000444972,-6.71E-05,-0.000155,-0.00047705,0.000356138,7.90E-06,-0.000505922,-7.42E-05,0.000108929,0.000174208,-3.10E-05,0.000293078,-5.07E-05,9.92E-05,-0.00021355,-0.000162026,6.26E-06,0.000154113,-6.57E-06,-9.44E-05,-4.18E-05,4.12E-05,4.85E-05,0.000100414,0.000196688,-5.96E-05,7.50E-05,-2.57E-17
CA230370,CA230370,32,Piartal,yes,Catambuco - Site 8,Site 8 - Catambuco,Monitoreo,8 M 3,simple cross with two dots,-0.115093061,0.012201667,-0.066057104,0.004112401,-0.029741366,0.005594892,0.000139728,0.005681991,-0.014955446,-0.011199424,-0.025218886,-0.006295265,0.010390893,0.002369072,0.00055158,0.002753696,-0.001675345,0.006848971,0.006585967,0.002621253,-0.002971345,0.003477585,0.003168829,0.005111813,-0.004219238,-0.003327409,-0.000850287,0.00303093,-0.001243914,-0.002946702,-0.002046969,-0.002112224,-0.000850897,0.002025688,0.004193136,0.004420037,-0.001478429,-0.001660908,-0.000701881,-0.000642822,-0.003081638,0.001527033,0.000693403,-0.001165599,-0.000824941,-0.000563825,-0.000503425,-0.001799436,-0.001020781,0.000285564,-0.000345686,0.000405289,-0.000706557,0.000184343,-0.000283152,0.000784136,0.000537121,0.000709181,0.000518097,-0.000293863,-0.000166689,-0.000492434,5.38E-05,-0.000280123,0.000203145,-0.000312487,0.000601309,-0.000118747,-0.000241583,0.000151461,-0.000409304,0.000286269,3.02E-05,-0.000249536,0.000285447,-1.88E-07,4.05E-05,-0.000181531,6.44E-05,-4.42E-05,8.85E-06,-0.000126872,5.64E-05,-1.64E-05,-5.35E-17
CA230372,CA230372,365,Capulí - no paint,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 1,incision on rim,0.438493738,0.146682195,0.014848569,-0.008506502,-0.007705978,0.00193908,0.014453656,0.018412749,0.045327403,0.01187562,0.01385963,-0.023994299,0.029608476,0.005141391,0.004564792,-0.016296338,0.006287794,0.000759338,-0.002175085,-0.009271123,-0.013649859,0.007161576,0.002848987,0.000745328,0.007159657,-0.003161548,0.004204656,-0.001414135,0.001948306,-0.003139977,-0.000223583,0.00097908,1.29E-05,0.000477282,4.86E-05,-9.84E-05,0.001049686,5.52E-05,-8.71E-05,-0.000315054,0.00039374,-0.001015406,-0.001045928,-0.000477343,0.000803758,0.000271877,0.000598909,-0.000200485,6.88E-05,-0.000295329,0.000116708,-3.85E-05,-0.000226395,0.000108528,0.000391777,0.000697501,-2.43E-05,4.80E-05,0.000442582,-0.000106014,8.11E-05,0.000178082,0.000116078,-0.000383992,-1.36E-05,-0.000160319,4.63E-05,6.80E-05,-1.73E-06,0.000173195,-0.000160116,-8.05E-05,3.50E-06,-3.14E-05,5.49E-06,5.33E-05,2.12E-05,-3.60E-05,3.04E-05,3.09E-05,2.34E-05,-6.65E-07,6.53E-06,1.21E-05,7.44E-17
CA230373,CA230373,373,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 1,diamond upper,0.387204713,0.016544274,0.016359247,-0.010571459,0.02547114,0.011211684,0.00363452,0.00293599,-0.004610433,0.011133939,-0.0360684,-0.005697481,-0.006080066,-0.024873284,-0.011031662,0.003743267,-0.00020997,-0.004416628,-0.006550873,-0.005300822,-0.005607313,-0.005154113,-0.000853156,0.001899834,0.00183475,0.002699362,0.002378526,-0.00311851,0.002941217,-0.00081335,0.000679517,0.005287032,0.000874779,0.001325811,0.003223422,-0.003213714,0.001807753,-0.001119054,0.002619424,0.002181876,-0.004732612,-0.000606293,0.001009678,0.000416415,-0.000197462,-0.000848478,0.001064703,-4.51E-05,-0.000683011,-0.00082805,-0.000422435,-0.000413294,3.81E-05,0.000607975,-0.000331535,0.000227206,-0.000303431,0.000100136,-0.000221783,0.000180228,0.000111984,-5.21E-05,-0.000136168,2.26E-05,-2.35E-05,0.000209578,-0.000193294,0.000139653,4.84E-05,-0.000139729,0.000160438,9.46E-05,-9.35E-05,0.000103701,-0.000106735,2.75E-05,-5.79E-06,8.80E-06,3.31E-05,-4.80E-05,-4.39E-05,-2.08E-05,4.68E-06,-1.26E-05,1.50E-16
CA230374,CA230374,345,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Monitoreo,137 LS 1,diamond upper,0.472858561,0.129777042,-0.034446827,-0.060092465,0.066614286,-0.019387729,0.005299731,-0.012014889,-0.012883229,0.006540789,-0.004750652,-0.017408217,0.007257796,-0.006243169,0.013830078,0.004229022,0.009145166,0.006758881,0.008587227,0.003008496,0.009339904,-9.44E-05,0.002418188,0.011704308,0.004470046,0.003492619,-0.006683282,-0.001319065,-0.000700974,-0.000167095,-0.000693635,-0.000928647,-0.000878803,-0.005546439,-0.001364795,-0.001327393,-0.001835906,-0.00051771,0.001260777,0.002464264,0.000653761,0.001495072,0.000317538,-0.000964392,-0.000229559,0.000733092,-0.000494668,0.00017223,-0.000207693,0.000233355,0.000111993,0.000368081,-0.00015169,0.000559327,0.000767111,-0.000514525,-0.000104414,-0.000504768,-0.00037221,-0.000275067,-1.56E-05,1.09E-05,-6.82E-05,-4.77E-05,0.000124631,-4.13E-06,3.48E-05,-3.48E-05,-1.42E-05,1.61E-06,-1.81E-05,-8.23E-05,-3.10E-05,-6.36E-05,0.000122819,2.06E-06,5.37E-05,-2.82E-05,-2.91E-05,2.41E-05,8.93E-07,-2.70E-06,-2.17E-05,-6.13E-06,2.27E-16
CA230375,CA230375,350,Capulí - no paint,yes,El Porvenir - Site 137,Site 137 - Porvenir,Monitoreo,137 M 2,incision on rim,0.354838805,0.144410756,0.009743236,0.108413266,-0.023714274,-0.004279694,-0.027561236,0.048231832,0.020535453,-0.006199983,0.005511668,0.033745085,0.016432664,-0.004733584,-0.009863484,-0.006892125,-0.011256888,-0.012530468,0.001640873,0.006539355,0.005542821,0.001359508,0.002254879,0.000404051,-0.003328438,0.002145871,-0.007607581,-0.002215965,-0.004386566,0.002319364,-0.00060848,0.000347275,-0.000898456,-0.001915339,-0.001374165,-0.000502987,-0.000163849,-0.000684662,-0.000423369,0.000900885,-0.000821253,0.001423305,0.000251615,-0.000270061,0.000325332,-0.000108235,0.000524736,-0.000385758,-0.000309649,-0.000122711,-0.000741885,-0.001090147,-0.000130519,0.000667688,-2.49E-05,-0.000246131,-3.96E-05,-2.83E-05,-7.93E-05,-0.000378015,4.21E-05,-2.75E-05,-1.63E-05,2.94E-05,0.000122504,4.15E-05,3.42E-05,0.00024456,-7.45E-05,4.41E-05,7.17E-05,6.47E-05,2.82E-07,1.09E-05,2.05E-05,1.74E-05,2.83E-05,-1.74E-06,4.52E-05,-1.38E-05,-3.27E-05,-2.92E-06,-3.33E-05,-2.71E-06,1.15E-16
CA230376,CA230376,367,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 1,"diamond upper, squiggle on base",0.425963266,0.149203248,-0.021388723,0.014593557,0.034400616,-0.009151635,-0.00350635,0.017054849,-0.003421974,0.007178584,-0.008351839,-0.000747376,0.016119732,-0.005574342,0.007024304,0.00788205,-0.002213202,0.000291114,0.002096539,0.009837365,-0.003936802,-0.015600183,0.003501305,-0.003855965,-0.002150033,0.002201226,0.0007223,-0.001968753,-0.000543895,0.002388124,0.003340355,-0.002086217,0.001291028,0.00206781,0.001415307,0.00209553,0.001479747,0.00131349,-0.002187893,-0.002750213,-0.000451081,-0.001627673,-0.000492659,0.000435764,1.41E-06,0.000970813,-0.00169308,0.001152498,0.001412364,0.000198833,0.000804732,0.001024988,0.000568516,-0.001402744,-0.000543841,0.000435506,0.00041872,0.000250035,0.000197599,0.000490911,-0.000505128,-0.000350697,-9.43E-05,0.000384135,-1.88E-05,0.000179099,-2.83E-07,-0.000472018,8.66E-05,-0.00012114,6.57E-05,7.34E-06,3.44E-05,7.57E-05,-3.74E-05,-1.74E-05,-4.44E-05,8.73E-05,-6.61E-05,2.97E-06,2.05E-05,3.92E-06,5.84E-05,-1.49E-06,2.16E-17
CA230377,CA230377,401,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 4,"diamond upper, dots on base",0.392798015,0.045176247,-0.024571716,0.010670492,0.009122563,-0.014104235,-0.010248379,-0.039542167,0.013469394,-0.004736647,-0.001206729,0.012940749,-0.011965116,0.015985242,0.01001405,0.014316595,-0.008451748,-0.000633349,-0.007257878,-0.008361183,-0.002243905,-0.003651934,0.004312615,-0.000115711,0.001139189,-0.003521648,-0.004653149,-0.001424632,-0.001931333,0.001229664,-0.002618307,0.000666965,0.004265589,0.000701439,0.003688901,-0.001714769,-0.001362363,0.000910535,-0.001396643,-0.002030951,0.001048426,0.000788321,-6.24E-05,-0.001499136,4.62E-05,-0.000731192,0.001809413,0.000656169,0.000244418,-0.000121743,-0.001069186,-0.000115648,-0.00115256,-7.47E-05,6.69E-05,0.000349248,-0.00025724,-0.000798007,-0.000398383,0.001054459,0.000621901,-8.85E-05,0.00053726,-0.000494305,0.000107092,0.000150492,-0.000151717,5.41E-05,-7.89E-05,-9.72E-05,-0.000390171,0.000222152,-4.67E-05,-2.24E-05,6.23E-05,8.40E-05,-4.71E-05,-2.49E-06,7.43E-06,-3.89E-05,-1.58E-05,4.74E-05,-2.23E-05,-1.14E-05,3.30E-16
CA230378,CA230378,396,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 4,Spiraling triangle,0.403234312,-0.014063629,0.045743485,0.114872348,0.021323081,-0.007720618,-0.022493029,0.006803736,-0.004103242,0.006243235,-0.002211882,0.01620025,-0.002624318,0.002722184,0.011040103,0.003807378,-0.003269887,-0.004587608,0.000672601,0.004935945,-0.00083011,0.003193061,-0.003733638,0.002473018,0.000561064,-0.001835622,0.009231947,0.007149708,0.000348931,-0.004936336,0.006944828,-0.000456352,-0.000181714,-0.000271771,0.001506655,-3.43E-05,-0.00190086,0.00081731,0.004115385,-0.00027225,0.001173034,3.44E-05,-0.001354988,0.000266663,-0.001366288,-0.001163741,-0.001203336,-0.000148617,-0.001109905,0.000893238,0.000478825,0.001098686,-9.27E-06,0.000280601,0.000840124,-1.75E-05,-0.000294747,0.000217446,-0.000547755,0.000290177,0.000289673,5.68E-06,0.000198336,-0.000189484,-0.000273799,-5.00E-05,-0.000167287,0.000245065,1.27E-05,-0.000147472,-0.000106301,-0.000183386,0.000143334,-0.000142266,-3.48E-05,-4.86E-05,-3.44E-05,-5.24E-05,8.20E-05,-1.97E-05,9.72E-06,5.99E-05,-2.01E-05,3.00E-06,2.54E-16
CA230379,CA230379,378,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 3,diamond upper,0.391928608,-0.014876845,-0.00356444,-0.010024769,0.025939854,0.037706143,0.004650417,0.00743045,-0.029509747,0.001164354,-0.018697101,-0.010929671,0.006726161,-0.003367021,-0.010180129,0.000940423,0.005050637,-0.010983664,-0.011763748,-0.010941574,-0.003063988,0.00752563,0.005107998,-0.007404952,-0.002936428,-0.000708305,-0.005345864,0.0013435,-0.00014141,0.003097988,-0.001467265,-0.003619633,0.001518742,0.000807078,-0.003866159,0.000139241,-0.001336127,-0.001765271,0.001090056,-0.001106828,0.002205872,-0.000864764,-0.000228067,0.001353488,-0.000689026,0.000701304,-0.002031099,-0.000126967,-0.000152346,0.001900122,-0.000301098,-0.000279978,-0.00064847,-0.000408209,-0.000130001,-8.30E-05,-0.000191552,0.000334037,-0.000510181,1.92E-05,0.000287089,0.000154029,0.000225835,-2.05E-05,0.000321473,0.000105617,0.000146438,0.000158381,-7.66E-05,6.49E-05,-0.000104168,-2.12E-05,0.000246948,-0.000152535,2.78E-06,6.02E-05,-4.32E-05,-4.43E-05,-9.17E-06,4.73E-05,2.33E-05,-4.34E-07,-7.95E-06,8.19E-06,1.97E-16
CA230381,CA230381,455,Capulí,yes,El Porvenir - Site 137,Site 137 - Porvenir,Deslizamiento,137 LS 10,"incision on rim, diamond upper",0.323380144,-0.021463578,-0.003738061,-0.015906479,-0.009349226,0.00689357,-0.002197,-0.035613591,0.005903498,0.000398795,-0.002640287,0.005312667,-0.010113281,-0.001035464,-0.004540218,-0.002970814,-0.000108106,-0.005094556,-0.002652804,0.004950527,-0.005721868,-0.004521092,0.001554298,-0.004425433,-0.002693288,-0.002318274,-0.000951538,-0.001507003,-0.00077267,-0.001625469,-0.001259718,0.002098879,-0.000955053,-0.001172172,-0.00149459,-0.000154532,-6.69E-06,-9.05E-05,0.001273423,-0.001937735,-0.000683942,0.001497325,0.002102184,-0.001397114,0.001427995,0.001682037,-0.001491262,-0.000945845,0.000524452,-0.001012714,0.000645842,0.000756573,-0.000612655,0.000932256,0.00018499,-0.000651453,-9.70E-05,0.000295355,0.000174296,-0.000176991,-0.001143863,8.09E-05,0.00019449,6.57E-05,-0.000682701,-0.000622955,2.29E-05,9.46E-05,-0.000584797,0.000334324,-0.000411743,-0.000781354,-0.000166439,-4.18E-05,-9.50E-05,-0.000148986,7.31E-07,6.52E-05,-7.18E-05,2.06E-05,1.84E-05,2.55E-05,-9.88E-05,2.88E-05,7.22E-17
